SHUFFLE Enabled
Election type: IRV
Election was ran on: Sun May 01 16:50:43 2022


Election Results:
Type: IRV
Number of Candidates: 5
Number of Seats: 3
Number of Ballots: 90169
Calculated Droop Quota: 22543
Candidates: Rosen/D,Susan/D,Kleinberg/R,Himmelberg/R,Chou/I
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,,,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,,1,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,1,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,,1,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,1,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,1,,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "2,,,,1"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,,1,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,,1,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,2,,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,,,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,,1,,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",1,2,,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,2,,1"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "2,1,,,"
Invalidated Ballot: ",,,1,"
Invalidated Ballot: ",,,2,1"
Invalidated Ballot: ",,1,,2"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "2,,,1,"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: "1,,2,,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "1,,,2,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: ",,2,1,"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: "1,,,,2"
Invalidated Ballot: ",1,,2,"
Invalidated Ballot: ",2,1,,"
Invalidated Ballot: ",2,,,1"
Invalidated Ballot: ",1,,,2"
Invalidated Ballot: ",,1,2,"
Invalidated Ballot: ",2,,1,"
Invalidated Ballot: "1,,,,2"
